"gov","minoria","pmdb","psd","psdb","pt","resultado","KIND"
"2","1","0","2","2","0","0.88",0
"0","1","0","2","2","0","0.772",0
"2","2","1","2","2","0","0.898",0
"0","2","1","2","2","0","0.844",0
"2","0","1","2","2","0","0.756",0
"0","0","1","2","2","0","0.628",0
"2","1","1","2","2","0","0.848",0
"0","1","1","2","2","0","0.724",0
"2","2","2","0","2","0","0.73",0
"0","2","2","0","2","0","0.514",0
"2","0","2","0","2","0","0.746",0
"0","0","2","0","2","0","0.51",0
"2","1","2","0","2","0","0.764",0
"0","1","2","0","2","0","0.546",0
"2","2","0","0","2","0","0.524",0
"0","2","0","0","2","0","0.314",0
"2","0","0","0","2","0","0.484",0
"0","0","0","0","2","0","0.27",0
"2","1","0","0","2","0","0.59",0
"0","1","0","0","2","0","0.35",0
"2","2","1","0","2","0","0.5",0
"0","2","1","0","2","0","0.318",0
"2","0","1","0","2","0","0.454",0
"0","0","1","0","2","0","0.274",0
"2","1","1","0","2","0","0.55",0
"0","1","1","0","2","0","0.332",0
"2","2","2","1","2","0","0.886",0
"0","2","2","1","2","0","0.802",0
"2","0","2","1","2","0","0.858",0
"0","0","2","1","2","0","0.718",0
"2","1","2","1","2","0","0.852",0
"0","1","2","1","2","0","0.668",0
"2","2","0","1","2","0","0.744",0
"0","2","0","1","2","0","0.596",0
"2","0","0","1","2","0","0.64",0
"0","0","0","1","2","0","0.43",0
"2","1","0","1","2","0","0.714",0
"0","1","0","1","2","0","0.422",0
"2","2","1","1","2","0","0.716",0
"0","2","1","1","2","0","0.566",0
"2","0","1","1","2","0","0.612",0
"0","0","1","1","2","0","0.408",0
"2","1","1","1","2","0","0.654",0
"0","1","1","1","2","0","0.358",0
"2","2","2","2","0","0","0.95",0
"0","2","2","2","0","0","0.85",0
"2","0","2","2","0","0","0.908",0
"0","0","2","2","0","0","0.742",0
"2","1","2","2","0","0","0.93",0
"0","1","2","2","0","0","0.792",0
"2","2","0","2","0","0","0.772",0
"0","2","0","2","0","0","0.66",0
"2","0","0","2","0","0","0.636",0
"0","0","0","2","0","0","0.43",0
"2","1","0","2","0","0","0.77",0
"0","1","0","2","0","0","0.588",0
"2","2","1","2","0","0","0.746",0
"0","2","1","2","0","0","0.624",0
"2","0","1","2","0","0","0.606",0
"0","0","1","2","0","0","0.404",0
"2","1","1","2","0","0","0.73",0
"0","1","1","2","0","0","0.542",0
"2","2","2","0","0","0","0.73",0
"0","2","2","0","0","0","0.508",0
"2","0","2","0","0","0","0.742",0
"0","0","2","0","0","0","0.496",0
"2","1","2","0","0","0","0.76",0
"0","1","2","0","0","0","0.516",0
"2","2","0","0","0","0","0.378",0
"0","2","0","0","0","0","0.262",0
"2","0","0","0","0","0","0.336",0
"0","0","0","0","0","0","0.21",0
"2","1","0","0","0","0","0.416",0
"0","1","0","0","0","0","0.268",0
"2","2","1","0","0","0","0.37",0
"0","2","1","0","0","0","0.272",0
"2","0","1","0","0","0","0.32",0
"0","0","1","0","0","0","0.22",0
"2","1","1","0","0","0","0.416",0
"0","1","1","0","0","0","0.268",0
"2","2","2","1","0","0","0.836",0
"0","2","2","1","0","0","0.71",0
"2","0","2","1","0","0","0.806",0
"0","0","2","1","0","0","0.624",0
"2","1","2","1","0","0","0.82",0
"0","1","2","1","0","0","0.602",0
"2","2","0","1","0","0","0.584",0
"0","2","0","1","0","0","0.468",0
"2","0","0","1","0","0","0.484",0
"0","0","0","1","0","0","0.304",0
"2","1","0","1","0","0","0.584",0
"0","1","0","1","0","0","0.346",0
"2","2","1","1","0","0","0.572",0
"0","2","1","1","0","0","0.442",0
"2","0","1","1","0","0","0.47",0
"0","0","1","1","0","0","0.29",0
"2","1","1","1","0","0","0.554",0
"0","1","1","1","0","0","0.302",0
"2","2","2","2","1","0","0.978",0
"0","2","2","2","1","0","0.934",0
"2","0","2","2","1","0","0.936",0
"0","0","2","2","1","0","0.836",0
"2","1","2","2","1","0","0.948",0
"0","1","2","2","1","0","0.874",0
"2","2","0","2","1","0","0.886",0
"0","2","0","2","1","0","0.808",0
"2","0","0","2","1","0","0.75",0
"0","0","0","2","1","0","0.588",0
"2","1","0","2","1","0","0.86",0
"0","1","0","2","1","0","0.722",0
"2","2","1","2","1","0","0.868",0
"0","2","1","2","1","0","0.782",0
"2","0","1","2","1","0","0.73",0
"0","0","1","2","1","0","0.57",0
"2","1","1","2","1","0","0.828",0
"0","1","1","2","1","0","0.676",0
"2","2","2","0","1","0","0.726",0
"0","2","2","0","1","0","0.496",0
"2","0","2","0","1","0","0.742",0
"0","0","2","0","1","0","0.488",0
"2","1","2","0","1","0","0.752",0
"0","1","2","0","1","0","0.516",0
"2","2","0","0","1","0","0.504",0
"0","2","0","0","1","0","0.296",0
"2","0","0","0","1","0","0.46",0
"0","0","0","0","1","0","0.246",0
"2","1","0","0","1","0","0.554",0
"0","1","0","0","1","0","0.31",0
"2","2","1","0","1","0","0.488",0
"0","2","1","0","1","0","0.306",0
"2","0","1","0","1","0","0.44",0
"0","0","1","0","1","0","0.256",0
"2","1","1","0","1","0","0.526",0
"0","1","1","0","1","0","0.302",0
"2","2","2","1","1","0","0.874",0
"0","2","2","1","1","0","0.76",0
"2","0","2","1","1","0","0.846",0
"0","0","2","1","1","0","0.678",0
"2","1","2","1","1","0","0.844",0
"0","1","2","1","1","0","0.64",0
"2","2","0","1","1","0","0.718",0
"0","2","0","1","1","0","0.552",0
"2","0","0","1","1","0","0.616",0
"0","0","0","1","1","0","0.39",0
"2","1","0","1","1","0","0.696",0
"0","1","0","1","1","0","0.4",0
"2","2","1","1","1","0","0.69",0
"0","2","1","1","1","0","0.52",0
"2","0","1","1","1","0","0.59",0
"0","0","1","1","1","0","0.368",0
"2","1","1","1","1","0","0.642",0
"0","1","1","1","1","0","0.338",0
"2","2","2","2","2","2","0.99",0
"0","2","2","2","2","2","0.97",0
"2","0","2","2","2","2","0.99",0
"0","0","2","2","2","2","0.912",0
"2","1","2","2","2","2","0.99",0
"0","1","2","2","2","2","0.942",0
"2","2","0","2","2","2","0.89",0
"0","2","0","2","2","2","0.814",0
"2","0","0","2","2","2","0.812",0
"0","0","0","2","2","2","0.664",0
"2","1","0","2","2","2","0.91",0
"0","1","0","2","2","2","0.766",0
"2","2","1","2","2","2","0.88",0
"0","2","1","2","2","2","0.8",0
"2","0","1","2","2","2","0.806",0
"0","0","1","2","2","2","0.66",0
"2","1","1","2","2","2","0.876",0
"0","1","1","2","2","2","0.726",0
"2","2","2","0","2","2","0.824",0
"0","2","2","0","2","2","0.572",0
"2","0","2","0","2","2","0.846",0
"0","0","2","0","2","2","0.568",0
"2","1","2","0","2","2","0.878",0
"0","1","2","0","2","2","0.634",0
"2","2","0","0","2","2","0.566",0
"0","2","0","0","2","2","0.288",0
"2","0","0","0","2","2","0.516",0
"0","0","0","0","2","2","0.25",0
"2","1","0","0","2","2","0.676",0
"0","1","0","0","2","2","0.38",0
"2","2","1","0","2","2","0.528",0
"0","2","1","0","2","2","0.3",0
"2","0","1","0","2","2","0.468",0
"0","0","1","0","2","2","0.256",0
"2","1","1","0","2","2","0.618",0
"0","1","1","0","2","2","0.364",0
"2","2","2","1","2","2","0.908",0
"0","2","2","1","2","2","0.794",0
"2","0","2","1","2","2","0.892",0
"0","0","2","1","2","2","0.72",0
"2","1","2","1","2","2","0.93",0
"0","1","2","1","2","2","0.732",0
"2","2","0","1","2","2","0.758",0
"0","2","0","1","2","2","0.54",0
"2","0","0","1","2","2","0.66",0
"0","0","0","1","2","2","0.402",0
"2","1","0","1","2","2","0.818",0
"0","1","0","1","2","2","0.468",0
"2","2","1","1","2","2","0.72",0
"0","2","1","1","2","2","0.52",0
"2","0","1","1","2","2","0.626",0
"0","0","1","1","2","2","0.392",0
"2","1","1","1","2","2","0.744",0
"0","1","1","1","2","2","0.408",0
"2","2","2","2","0","2","0.99",0
"0","2","2","2","0","2","0.9",0
"2","0","2","2","0","2","0.99",0
"0","0","2","2","0","2","0.832",0
"2","1","2","2","0","2","0.99",0
"0","1","2","2","0","2","0.868",0
"2","2","0","2","0","2","0.79",0
"0","2","0","2","0","2","0.666",0
"2","0","0","2","0","2","0.712",0
"0","0","0","2","0","2","0.512",0
"2","1","0","2","0","2","0.834",0
"0","1","0","2","0","2","0.64",0
"2","2","1","2","0","2","0.782",0
"0","2","1","2","0","2","0.65",0
"2","0","1","2","0","2","0.706",0
"0","0","1","2","0","2","0.506",0
"2","1","1","2","0","2","0.802",0
"0","1","1","2","0","2","0.606",0
"2","2","2","0","0","2","0.826",0
"0","2","2","0","0","2","0.574",0
"2","0","2","0","0","2","0.844",0
"0","0","2","0","0","2","0.564",0
"2","1","2","0","0","2","0.876",0
"0","1","2","0","0","2","0.612",0
"2","2","0","0","0","2","0.36",0
"0","2","0","0","0","2","0.202",0
"2","0","0","0","0","2","0.31",0
"0","0","0","0","0","2","0.154",0
"2","1","0","0","0","2","0.434",0
"0","1","0","0","0","2","0.254",0
"2","2","1","0","0","2","0.346",0
"0","2","1","0","0","2","0.218",0
"2","0","1","0","0","2","0.284",0
"0","0","1","0","0","2","0.166",0
"2","1","1","0","0","2","0.426",0
"0","1","1","0","0","2","0.258",0
"2","2","2","1","0","2","0.882",0
"0","2","2","1","0","2","0.744",0
"2","0","2","1","0","2","0.86",0
"0","0","2","1","0","2","0.666",0
"2","1","2","1","0","2","0.908",0
"0","1","2","1","0","2","0.694",0
"2","2","0","1","0","2","0.588",0
"0","2","0","1","0","2","0.436",0
"2","0","0","1","0","2","0.492",0
"0","0","0","1","0","2","0.3",0
"2","1","0","1","0","2","0.656",0
"0","1","0","1","0","2","0.392",0
"2","2","1","1","0","2","0.578",0
"0","2","1","1","0","2","0.424",0
"2","0","1","1","0","2","0.482",0
"0","0","1","1","0","2","0.298",0
"2","1","1","1","0","2","0.626",0
"0","1","1","1","0","2","0.36",0
"2","2","2","2","1","2","0.99",0
"0","2","2","2","1","2","0.954",0
"2","0","2","2","1","2","0.99",0
"0","0","2","2","1","2","0.896",0
"2","1","2","2","1","2","0.99",0
"0","1","2","2","1","2","0.928",0
"2","2","0","2","1","2","0.882",0
"0","2","0","2","1","2","0.79",0
"2","0","0","2","1","2","0.804",0
"0","0","0","2","1","2","0.642",0
"2","1","0","2","1","2","0.906",0
"0","1","0","2","1","2","0.75",0
"2","2","1","2","1","2","0.874",0
"0","2","1","2","1","2","0.778",0
"2","0","1","2","1","2","0.8",0
"0","0","1","2","1","2","0.64",0
"2","1","1","2","1","2","0.876",0
"0","1","1","2","1","2","0.714",0
"2","2","2","0","1","2","0.832",0
"0","2","2","0","1","2","0.572",0
"2","0","2","0","1","2","0.852",0
"0","0","2","0","1","2","0.564",0
"2","1","2","0","1","2","0.88",0
"0","1","2","0","1","2","0.62",0
"2","2","0","0","1","2","0.556",0
"0","2","0","0","1","2","0.296",0
"2","0","0","0","1","2","0.5",0
"0","0","0","0","1","2","0.25",0
"2","1","0","0","1","2","0.652",0
"0","1","0","0","1","2","0.366",0
"2","2","1","0","1","2","0.528",0
"0","2","1","0","1","2","0.312",0
"2","0","1","0","1","2","0.462",0
"0","0","1","0","1","2","0.26",0
"2","1","1","0","1","2","0.608",0
"0","1","1","0","1","2","0.358",0
"2","2","2","1","1","2","0.91",0
"0","2","2","1","1","2","0.778",0
"2","0","2","1","1","2","0.892",0
"0","0","2","1","1","2","0.704",0
"2","1","2","1","1","2","0.93",0
"0","1","2","1","1","2","0.722",0
"2","2","0","1","1","2","0.746",0
"0","2","0","1","1","2","0.528",0
"2","0","0","1","1","2","0.65",0
"0","0","0","1","1","2","0.394",0
"2","1","0","1","1","2","0.806",0
"0","1","0","1","1","2","0.466",0
"2","2","1","1","1","2","0.714",0
"0","2","1","1","1","2","0.512",0
"2","0","1","1","1","2","0.62",0
"0","0","1","1","1","2","0.386",0
"2","1","1","1","1","2","0.742",0
"0","1","1","1","1","2","0.414",0
"2","2","2","2","2","0","0.99",0
"0","2","2","2","2","0","0.986",0
"2","0","2","2","2","0","0.956",0
"0","0","2","2","2","0","0.884",0
"2","1","2","2","2","0","0.962",0
"0","1","2","2","2","0","0.916",0
"2","2","0","2","2","0","0.842",0
"0","2","0","2","2","0","0.77",0
"2","0","0","2","2","0","0.71",0
"0","0","0","2","2","0","0.558",0
"2","1","0","2","2","0","0.804",0
"0","1","0","2","2","0","0.662",0
"2","2","1","2","2","0","0.824",0
"0","2","1","2","2","0","0.744",0
"2","0","1","2","2","0","0.694",0
"0","0","1","2","2","0","0.544",0
"2","1","1","2","2","0","0.764",0
"0","1","1","2","2","0","0.606",0
"2","2","2","0","2","0","0.672",0
"0","2","2","0","2","0","0.438",0
"2","0","2","0","2","0","0.694",0
"0","0","2","0","2","0","0.44",0
"2","1","2","0","2","0","0.718",0
"0","1","2","0","2","0","0.482",0
"2","2","0","0","2","0","0.378",0
"0","2","0","0","2","0","0.088",0
"2","0","0","0","2","0","0.348",0
"0","0","0","0","2","0","0.078",0
"2","1","0","0","2","0","0.458",0
"0","1","0","0","2","0","0.154",0
"2","2","1","0","2","0","0.368",0
"0","2","1","0","2","0","0.126",0
"2","0","1","0","2","0","0.332",0
"0","0","1","0","2","0","0.114",0
"2","1","1","0","2","0","0.428",0
"0","1","1","0","2","0","0.158",0
"2","2","2","1","2","0","0.852",0
"0","2","2","1","2","0","0.76",0
"2","0","2","1","2","0","0.83",0
"0","0","2","1","2","0","0.678",0
"2","1","2","1","2","0","0.824",0
"0","1","2","1","2","0","0.626",0
"2","2","0","1","2","0","0.604",0
"0","2","0","1","2","0","0.388",0
"2","0","0","1","2","0","0.516",0
"0","0","0","1","2","0","0.256",0
"2","1","0","1","2","0","0.576",0
"0","1","0","1","2","0","0.214",0
"2","2","1","1","2","0","0.586",0
"0","2","1","1","2","0","0.378",0
"2","0","1","1","2","0","0.494",0
"0","0","1","1","2","0","0.248",0
"2","1","1","1","2","0","0.514",0
"0","1","1","1","2","0","0.15",0
"2","2","2","2","0","0","0.95",0
"0","2","2","2","0","0","0.852",0
"2","0","2","2","0","0","0.91",0
"0","0","2","2","0","0","0.74",0
"2","1","2","2","0","0","0.93",0
"0","1","2","2","0","0","0.79",0
"2","2","0","2","0","0","0.704",0
"0","2","0","2","0","0","0.57",0
"2","0","0","2","0","0","0.57",0
"0","0","0","2","0","0","0.35",0
"2","1","0","2","0","0","0.7",0
"0","1","0","2","0","0","0.492",0
"2","2","1","2","0","0","0.678",0
"0","2","1","2","0","0","0.534",0
"2","0","1","2","0","0","0.546",0
"0","0","1","2","0","0","0.33",0
"2","1","1","2","0","0","0.656",0
"0","1","1","2","0","0","0.44",0
"2","2","2","0","0","0","0.67",0
"0","2","2","0","0","0","0.43",0
"2","0","2","0","0","0","0.686",0
"0","0","2","0","0","0","0.424",0
"2","1","2","0","0","0","0.712",0
"0","1","2","0","0","0","0.448",0
"2","2","0","0","0","0","0.26",0
"0","2","0","0","0","0","0.092",0
"2","0","0","0","0","0","0.226",0
"0","0","0","0","0","0","0.066",0
"2","1","0","0","0","0","0.31",0
"0","1","0","0","0","0","0.116",0
"2","2","1","0","0","0","0.264",0
"0","2","1","0","0","0","0.124",0
"2","0","1","0","0","0","0.222",0
"0","0","1","0","0","0","0.098",0
"2","1","1","0","0","0","0.318",0
"0","1","1","0","0","0","0.13",0
"2","2","2","1","0","0","0.806",0
"0","2","2","1","0","0","0.672",0
"2","0","2","1","0","0","0.778",0
"0","0","2","1","0","0","0.586",0
"2","1","2","1","0","0","0.792",0
"0","1","2","1","0","0","0.562",0
"2","2","0","1","0","0","0.474",0
"0","2","0","1","0","0","0.314",0
"2","0","0","1","0","0","0.386",0
"0","0","0","1","0","0","0.18",0
"2","1","0","1","0","0","0.474",0
"0","1","0","1","0","0","0.188",0
"2","2","1","1","0","0","0.474",0
"0","2","1","1","0","0","0.304",0
"2","0","1","1","0","0","0.38",0
"0","0","1","1","0","0","0.176",0
"2","1","1","1","0","0","0.446",0
"0","1","1","1","0","0","0.146",0
"2","2","2","2","1","0","0.978",0
"0","2","2","2","1","0","0.938",0
"2","0","2","2","1","0","0.938",0
"0","0","2","2","1","0","0.838",0
"2","1","2","2","1","0","0.948",0
"0","1","2","2","1","0","0.874",0
"2","2","0","2","1","0","0.818",0
"0","2","0","2","1","0","0.722",0
"2","0","0","2","1","0","0.686",0
"0","0","0","2","1","0","0.514",0
"2","1","0","2","1","0","0.788",0
"0","1","0","2","1","0","0.628",0
"2","2","1","2","1","0","0.802",0
"0","2","1","2","1","0","0.702",0
"2","0","1","2","1","0","0.672",0
"0","0","1","2","1","0","0.506",0
"2","1","1","2","1","0","0.752",0
"0","1","1","2","1","0","0.578",0
"2","2","2","0","1","0","0.672",0
"0","2","2","0","1","0","0.418",0
"2","0","2","0","1","0","0.692",0
"0","0","2","0","1","0","0.416",0
"2","1","2","0","1","0","0.71",0
"0","1","2","0","1","0","0.448",0
"2","2","0","0","1","0","0.372",0
"0","2","0","0","1","0","0.1",0
"2","0","0","0","1","0","0.336",0
"0","0","0","0","1","0","0.082",0
"2","1","0","0","1","0","0.436",0
"0","1","0","0","1","0","0.14",0
"2","2","1","0","1","0","0.374",0
"0","2","1","0","1","0","0.144",0
"2","0","1","0","1","0","0.332",0
"0","0","1","0","1","0","0.124",0
"2","1","1","0","1","0","0.422",0
"0","1","1","0","1","0","0.154",0
"2","2","2","1","1","0","0.842",0
"0","2","2","1","1","0","0.718",0
"2","0","2","1","1","0","0.818",0
"0","0","2","1","1","0","0.638",0
"2","1","2","1","1","0","0.818",0
"0","1","2","1","1","0","0.598",0
"2","2","0","1","1","0","0.59",0
"0","2","0","1","1","0","0.37",0
"2","0","0","1","1","0","0.502",0
"0","0","0","1","1","0","0.242",0
"2","1","0","1","1","0","0.57",0
"0","1","0","1","1","0","0.216",0
"2","2","1","1","1","0","0.576",0
"0","2","1","1","1","0","0.364",0
"2","0","1","1","1","0","0.484",0
"0","0","1","1","1","0","0.238",0
"2","1","1","1","1","0","0.518",0
"0","1","1","1","1","0","0.16",0
"2","2","2","2","2","2","0.99",0
"0","2","2","2","2","2","0.97",0
"2","0","2","2","2","2","0.99",0
"0","0","2","2","2","2","0.916",0
"2","1","2","2","2","2","0.99",0
"0","1","2","2","2","2","0.956",0
"2","2","0","2","2","2","0.89",0
"0","2","0","2","2","2","0.816",0
"2","0","0","2","2","2","0.814",0
"0","0","0","2","2","2","0.674",0
"2","1","0","2","2","2","0.912",0
"0","1","0","2","2","2","0.784",0
"2","2","1","2","2","2","0.882",0
"0","2","1","2","2","2","0.802",0
"2","0","1","2","2","2","0.812",0
"0","0","1","2","2","2","0.674",0
"2","1","1","2","2","2","0.88",0
"0","1","1","2","2","2","0.746",0
"2","2","2","0","2","2","0.824",0
"0","2","2","0","2","2","0.58",0
"2","0","2","0","2","2","0.848",0
"0","0","2","0","2","2","0.576",0
"2","1","2","0","2","2","0.88",0
"0","1","2","0","2","2","0.65",0
"2","2","0","0","2","2","0.564",0
"0","2","0","0","2","2","0.292",0
"2","0","0","0","2","2","0.518",0
"0","0","0","0","2","2","0.256",0
"2","1","0","0","2","2","0.676",0
"0","1","0","0","2","2","0.388",0
"2","2","1","0","2","2","0.528",0
"0","2","1","0","2","2","0.306",0
"2","0","1","0","2","2","0.472",0
"0","0","1","0","2","2","0.264",0
"2","1","1","0","2","2","0.62",0
"0","1","1","0","2","2","0.374",0
"2","2","2","1","2","2","0.916",0
"0","2","2","1","2","2","0.808",0
"2","0","2","1","2","2","0.9",0
"0","0","2","1","2","2","0.738",0
"2","1","2","1","2","2","0.936",0
"0","1","2","1","2","2","0.76",0
"2","2","0","1","2","2","0.762",0
"0","2","0","1","2","2","0.554",0
"2","0","0","1","2","2","0.666",0
"0","0","0","1","2","2","0.424",0
"2","1","0","1","2","2","0.824",0
"0","1","0","1","2","2","0.5",0
"2","2","1","1","2","2","0.726",0
"0","2","1","1","2","2","0.534",0
"2","0","1","1","2","2","0.636",0
"0","0","1","1","2","2","0.418",0
"2","1","1","1","2","2","0.752",0
"0","1","1","1","2","2","0.442",0
"2","2","2","2","0","2","0.99",0
"0","2","2","2","0","2","0.902",0
"2","0","2","2","0","2","0.99",0
"0","0","2","2","0","2","0.838",0
"2","1","2","2","0","2","0.99",0
"0","1","2","2","0","2","0.882",0
"2","2","0","2","0","2","0.792",0
"0","2","0","2","0","2","0.672",0
"2","0","0","2","0","2","0.716",0
"0","0","0","2","0","2","0.524",0
"2","1","0","2","0","2","0.838",0
"0","1","0","2","0","2","0.658",0
"2","2","1","2","0","2","0.788",0
"0","2","1","2","0","2","0.66",0
"2","0","1","2","0","2","0.716",0
"0","0","1","2","0","2","0.526",0
"2","1","1","2","0","2","0.81",0
"0","1","1","2","0","2","0.63",0
"2","2","2","0","0","2","0.826",0
"0","2","2","0","0","2","0.582",0
"2","0","2","0","0","2","0.846",0
"0","0","2","0","0","2","0.572",0
"2","1","2","0","0","2","0.878",0
"0","1","2","0","0","2","0.628",0
"2","2","0","0","0","2","0.364",0
"0","2","0","0","0","2","0.212",0
"2","0","0","0","0","2","0.318",0
"0","0","0","0","0","2","0.166",0
"2","1","0","0","0","2","0.438",0
"0","1","0","0","0","2","0.266",0
"2","2","1","0","0","2","0.352",0
"0","2","1","0","0","2","0.23",0
"2","0","1","0","0","2","0.294",0
"0","0","1","0","0","2","0.18",0
"2","1","1","0","0","2","0.434",0
"0","1","1","0","0","2","0.274",0
"2","2","2","1","0","2","0.89",0
"0","2","2","1","0","2","0.758",0
"2","0","2","1","0","2","0.868",0
"0","0","2","1","0","2","0.684",0
"2","1","2","1","0","2","0.914",0
"0","1","2","1","0","2","0.718",0
"2","2","0","1","0","2","0.594",0
"0","2","0","1","0","2","0.45",0
"2","0","0","1","0","2","0.5",0
"0","0","0","1","0","2","0.32",0
"2","1","0","1","0","2","0.664",0
"0","1","0","1","0","2","0.418",0
"2","2","1","1","0","2","0.588",0
"0","2","1","1","0","2","0.442",0
"2","0","1","1","0","2","0.496",0
"0","0","1","1","0","2","0.326",0
"2","1","1","1","0","2","0.638",0
"0","1","1","1","0","2","0.392",0
"2","2","2","2","1","2","0.99",0
"0","2","2","2","1","2","0.954",0
"2","0","2","2","1","2","0.99",0
"0","0","2","2","1","2","0.9",0
"2","1","2","2","1","2","0.99",0
"0","1","2","2","1","2","0.94",0
"2","2","0","2","1","2","0.882",0
"0","2","0","2","1","2","0.792",0
"2","0","0","2","1","2","0.806",0
"0","0","0","2","1","2","0.652",0
"2","1","0","2","1","2","0.908",0
"0","1","0","2","1","2","0.766",0
"2","2","1","2","1","2","0.876",0
"0","2","1","2","1","2","0.78",0
"2","0","1","2","1","2","0.806",0
"0","0","1","2","1","2","0.654",0
"2","1","1","2","1","2","0.88",0
"0","1","1","2","1","2","0.732",0
"2","2","2","0","1","2","0.832",0
"0","2","2","0","1","2","0.58",0
"2","0","2","0","1","2","0.854",0
"0","0","2","0","1","2","0.572",0
"2","1","2","0","1","2","0.882",0
"0","1","2","0","1","2","0.636",0
"2","2","0","0","1","2","0.554",0
"0","2","0","0","1","2","0.3",0
"2","0","0","0","1","2","0.502",0
"0","0","0","0","1","2","0.256",0
"2","1","0","0","1","2","0.652",0
"0","1","0","0","1","2","0.374",0
"2","2","1","0","1","2","0.528",0
"0","2","1","0","1","2","0.318",0
"2","0","1","0","1","2","0.466",0
"0","0","1","0","1","2","0.268",0
"2","1","1","0","1","2","0.61",0
"0","1","1","0","1","2","0.368",0
"2","2","2","1","1","2","0.918",0
"0","2","2","1","1","2","0.792",0
"2","0","2","1","1","2","0.9",0
"0","0","2","1","1","2","0.722",0
"2","1","2","1","1","2","0.936",0
"0","1","2","1","1","2","0.746",0
"2","2","0","1","1","2","0.75",0
"0","2","0","1","1","2","0.542",0
"2","0","0","1","1","2","0.656",0
"0","0","0","1","1","2","0.416",0
"2","1","0","1","1","2","0.812",0
"0","1","0","1","1","2","0.494",0
"2","2","1","1","1","2","0.72",0
"0","2","1","1","1","2","0.526",0
"2","0","1","1","1","2","0.63",0
"0","0","1","1","1","2","0.412",0
"2","1","1","1","1","2","0.75",0
"0","1","1","1","1","2","0.444",0
"2","2","2","2","2","0","0.99",0
"0","2","2","2","2","0","0.99",0
"2","0","2","2","2","0","0.96",0
"0","0","2","2","2","0","0.894",0
"2","1","2","2","2","0","0.976",0
"0","1","2","2","2","0","0.954",0
"2","2","0","2","2","0","0.848",0
"0","2","0","2","2","0","0.784",0
"2","0","0","2","2","0","0.72",0
"0","0","0","2","2","0","0.582",0
"2","1","0","2","2","0","0.82",0
"0","1","0","2","2","0","0.702",0
"2","2","1","2","2","0","0.838",0
"0","2","1","2","2","0","0.762",0
"2","0","1","2","2","0","0.714",0
"0","0","1","2","2","0","0.576",0
"2","1","1","2","2","0","0.788",0
"0","1","1","2","2","0","0.658",0
"2","2","2","0","2","0","0.68",0
"0","2","2","0","2","0","0.456",0
"2","0","2","0","2","0","0.706",0
"0","0","2","0","2","0","0.458",0
"2","1","2","0","2","0","0.736",0
"0","1","2","0","2","0","0.522",0
"2","2","0","0","2","0","0.384",0
"0","2","0","0","2","0","0.108",0
"2","0","0","0","2","0","0.358",0
"0","0","0","0","2","0","0.098",0
"2","1","0","0","2","0","0.468",0
"0","1","0","0","2","0","0.18",0
"2","2","1","0","2","0","0.38",0
"0","2","1","0","2","0","0.15",0
"2","0","1","0","2","0","0.348",0
"0","0","1","0","2","0","0.138",0
"2","1","1","0","2","0","0.442",0
"0","1","1","0","2","0","0.192",0
"2","2","2","1","2","0","0.862",0
"0","2","2","1","2","0","0.78",0
"2","0","2","1","2","0","0.842",0
"0","0","2","1","2","0","0.702",0
"2","1","2","1","2","0","0.844",0
"0","1","2","1","2","0","0.682",0
"2","2","0","1","2","0","0.62",0
"0","2","0","1","2","0","0.424",0
"2","0","0","1","2","0","0.532",0
"0","0","0","1","2","0","0.296",0
"2","1","0","1","2","0","0.6",0
"0","1","0","1","2","0","0.28",0
"2","2","1","1","2","0","0.606",0
"0","2","1","1","2","0","0.414",0
"2","0","1","1","2","0","0.518",0
"0","0","1","1","2","0","0.294",0
"2","1","1","1","2","0","0.544",0
"0","1","1","1","2","0","0.226",0
"2","2","2","2","0","0","0.95",0
"0","2","2","2","0","0","0.856",0
"2","0","2","2","0","0","0.912",0
"0","0","2","2","0","0","0.75",0
"2","1","2","2","0","0","0.938",0
"0","1","2","2","0","0","0.82",0
"2","2","0","2","0","0","0.71",0
"0","2","0","2","0","0","0.586",0
"2","0","0","2","0","0","0.582",0
"0","0","0","2","0","0","0.376",0
"2","1","0","2","0","0","0.712",0
"0","1","0","2","0","0","0.524",0
"2","2","1","2","0","0","0.694",0
"0","2","1","2","0","0","0.558",0
"2","0","1","2","0","0","0.57",0
"0","0","1","2","0","0","0.368",0
"2","1","1","2","0","0","0.678",0
"0","1","1","2","0","0","0.486",0
"2","2","2","0","0","0","0.676",0
"0","2","2","0","0","0","0.446",0
"2","0","2","0","0","0","0.696",0
"0","0","2","0","0","0","0.44",0
"2","1","2","0","0","0","0.726",0
"0","1","2","0","0","0","0.484",0
"2","2","0","0","0","0","0.266",0
"0","2","0","0","0","0","0.11",0
"2","0","0","0","0","0","0.238",0
"0","0","0","0","0","0","0.086",0
"2","1","0","0","0","0","0.318",0
"0","1","0","0","0","0","0.138",0
"2","2","1","0","0","0","0.276",0
"0","2","1","0","0","0","0.146",0
"2","0","1","0","0","0","0.24",0
"0","0","1","0","0","0","0.122",0
"2","1","1","0","0","0","0.332",0
"0","1","1","0","0","0","0.16",0
"2","2","2","1","0","0","0.814",0
"0","2","2","1","0","0","0.69",0
"2","0","2","1","0","0","0.788",0
"0","0","2","1","0","0","0.608",0
"2","1","2","1","0","0","0.806",0
"0","1","2","1","0","0","0.606",0
"2","2","0","1","0","0","0.488",0
